HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,day_sin,day_cos,year_sin,year_cos
0.5882271527122468,0.4549428338960728,0.5994605972259827,0.4736725268940858,0.5565764992684863,0.6137650103979538,0.6910176320171663,0.8660254037787203,0.5000000000099045,0.010486333999583406,-0.9999450168880533
0.5851302402772671,0.4594485440930541,0.5967380896385914,0.4710064516566463,0.550278763400676,0.6207833526509776,0.6362329675922095,0.9659258262885085,0.25881904510460985,0.00976958839978856,-0.9999522764324799
0.5727426235982349,0.43691996905785485,0.5913185196505392,0.46574836005341225,0.5125954840430011,0.5861444585547602,0.6362329675922095,1.0,7.44062763269612e-12,0.00905283778060433,-0.99995902222447
0.5711941728908929,0.45043711568232725,0.5913185196505392,0.46841443529085175,0.5156927348227905,0.599954734476357,0.5814682574604971,0.9659258262923601,-0.2588190450902356,0.008336082510280661,-0.9999652542605577
0.5773879757202611,0.45043711568232725,0.5967380896385914,0.4736725268940858,0.521990495305362,0.599954734476357,0.5196557975809077,0.8660254037861609,-0.49999999999701705,0.007619322957069898,-0.9999709725375412
0.583581789569925,0.46395425429003523,0.5976540738966319,0.4789306162902308,0.5408837521383151,0.6207833526509776,0.5042026826110102,0.7071067811927152,-0.70710678118038,0.00690255948922658,-0.9999761770524824
0.619196199919975,0.5180228568214537,0.6130222478226395,0.4973709641302835,0.6415444886331372,0.731039178428047,0.5365064746921488,0.49999999999952216,-0.8660254037847145,0.006185792475007261,-0.9999808678027076
0.6253900137696389,0.5405514398734172,0.6175512787393815,0.5158113119703361,0.6478422245009474,0.813900833957628,0.5435342320660694,0.2588190451070858,-0.9659258262878451,0.005469022282670314,-0.9999850447858066
0.5820333388625829,0.5225285670184349,0.621164325398083,0.5263274907626262,0.42773072898658143,0.6345936285725744,0.5140455566415751,1.0003971784290638e-11,-1.0,0.004752249280475748,-0.9999887079996335
0.5588296547513321,0.49098856357250886,0.6076026778345872,0.499962978288989,0.3993392511977973,0.6207833526509776,0.4297721787114119,-0.2588190451018157,-0.9659258262892572,0.004035473836685013,-0.9999918574423061
0.56812037001568,0.49098856357250886,0.6094092011639379,0.5026290535264285,0.42773072898658143,0.6481774959097206,0.48034420241909237,-0.4999999999947971,-0.8660254037874425,0.0033186963195039718,-0.9999944931122066
0.5866787020049047,0.49098856357250886,0.614828774185151,0.5026290535264285,0.4780094800798768,0.6481774959097206,0.4831393267017803,-0.7071067811785674,-0.7071067811945277,0.0026019170973100815,-0.9999966150079803
0.5619265671863118,0.49098856357250886,0.6048801702471959,0.5026290535264285,0.4151352326361998,0.6551958381627444,0.464891087449195,-0.8660254037834328,-0.500000000001742,0.0018851365383111458,-0.9999982231285374
0.5619265671863118,0.4999999839664713,0.6039896281427247,0.5315855801587712,0.44342350073151376,0.6757980477529144,0.45225308913594214,-0.9659258262871816,-0.25881904510956183,0.001168355010772498,-0.9999993174730515
0.5711941728908929,0.5180228568214537,0.621164325398083,0.5394356925419779,0.38684698915564697,0.6345936285725744,0.47189889052987133,-1.0,-1.2567315935885158e-11,0.00045157288295996943,-0.9999998980409605
0.5711941728908929,0.5315400034459261,0.6220548675025541,0.5394356925419779,0.3899442399354365,0.6551958381627444,0.42695710013547966,-0.9659258262899206,0.25881904509933973,-0.00026520947686030024,-0.9999999648319661
0.5510873901943262,0.4819771271450176,0.602183104813374,0.4973709641302835,0.3930414907152259,0.6481774959097206,0.47050132838852754,-0.8660254037887242,0.49999999999257716,-0.0009819917004220522,-0.9999995178460339
0.5634750178936538,0.4774714169480364,0.6003765814840233,0.49211287473413845,0.44022299102873186,0.6481774959097206,0.4634735710146068,-0.7071067811860505,0.7071067811870446,-0.0016987734194590979,-0.9999985570833937
0.583581789569925,0.5135171466244725,0.6229708517605946,0.5289195049213318,0.44022299102873186,0.6481774959097206,0.49437976287368934,-0.500000000003962,0.8660254037821512,-0.0024155542657055074,-0.9999970825445389
0.5804848881552409,0.5225285670184349,0.621164325398083,0.5289195049213318,0.43392525516092156,0.6619877718313175,0.4550482134186301,-0.25881904511203785,0.9659258262865182,-0.0031323338708957997,-0.9999950942302274
0.5773879757202611,0.5225285670184349,0.621164325398083,0.5289195049213318,0.41823248341598923,0.6551958381627444,0.4381975363073887,-5.787448591128243e-13,1.0,-0.003849111866765131,-0.9999925921414804
0.5711941728908929,0.5180228568214537,0.6193578051018931,0.5289195049213318,0.3993392511977973,0.6551958381627444,0.4410126529640332,0.2588190450968637,0.9659258262905841,-0.004565887885049485,-0.9999895762795836
0.565023468600996,0.5180228568214537,0.614828774185151,0.5263274907626262,0.3930414907152259,0.6551958381627444,0.4410126529640332,0.49999999999035727,0.8660254037900059,-0.0052826615574858606,-0.9999860466460865
0.5603781164789697,0.5135171466244725,0.6130222478226395,0.5236614155251866,0.37734874358505477,0.6481774959097206,0.47613152362110406,0.707106781185232,0.7071067811878631,-0.005999432515812463,-0.9999820032428025
0.574291074305577,0.5270342932489449,0.6274998826773367,0.5368436783832723,0.37425149280526526,0.6551958381627444,0.5028051204696661,0.8660254037808696,0.5000000000061819,-0.006716200391825733,-0.9999774460718086
0.5727426235982349,0.5225285670184349,0.6320034714405093,0.5394356925419779,0.36475324723467306,0.6345936285725744,0.47471400718651585,0.9659258262858548,0.2588190451145138,-0.007432964817153168,-0.9999723751354469
0.5727426235982349,0.5315400034459261,0.6320034714405093,0.5499518713342679,0.3584554867521017,0.6345936285725744,0.4817417645604365,1.0,3.142089010707343e-12,-0.008149725423594567,-0.9999667904363224
0.5727426235982349,0.5270342932489449,0.6329194556985498,0.5499518713342679,0.34906050010450196,0.6275752863195507,0.4957773630957456,0.9659258262912476,-0.2588190450943877,-0.008866481842894848,-0.9999606919773045
0.5588296547513321,0.5270342932489449,0.621164325398083,0.5499518713342679,0.34906050010450196,0.6275752863195507,0.5084153614089987,0.8660254037840116,-0.5000000000007396,-0.009583233706801078,-0.9999540797615263
0.5789364374478988,0.5405514398734172,0.6374484866152919,0.565800200601437,0.37425149280526526,0.6413855622411475,0.5252859928134842,0.7071067811896756,-0.7071067811834194,-0.010299980647062668,-0.999946953792385
0.5804848881552409,0.5405514398734172,0.6229708517605946,0.5499518713342679,0.43082797976637094,0.6413855622411475,0.4859544433584249,0.5000000000084018,-0.8660254037795878,-0.011016722295431556,-0.9999393140735419
0.583581789569925,0.5360457136429073,0.6220548675025541,0.5499518713342679,0.44022299102873186,0.6551958381627444,0.5028051204696661,0.25881904510293374,-0.9659258262889576,-0.0117334582836624,-0.9999311606089218
0.5820333388625829,0.5405514398734172,0.6247773781231063,0.5631341253639975,0.4245302438985606,0.6551958381627444,0.4929822007323454,5.705433162301862e-12,-1.0,-0.012450188243512765,-0.9999224934027142
0.574291074305577,0.5360457136429073,0.6238868360186351,0.5552840218091469,0.3993392511977973,0.6413855622411475,0.44804041033795383,-0.2588190450919117,-0.9659258262919109,-0.013166911806743316,-0.9999133124593719
0.6826596575235977,0.6531943230661776,0.727851009875147,0.6842183389462255,0.43712574024894235,0.6619877718313175,0.4999900038130217,-0.49999999999851974,-0.8660254037852932,-0.013883628605118001,-0.9999036177836118
0.7259932228708865,0.6846671139593643,0.7667294474352491,0.626305276853184,0.5032004973954013,0.6896083236745112,0.46910376624718336,-0.707106781181607,-0.7071067811914882,-0.014600338270404247,-0.9998934093804148
0.6764658546942293,0.6531943230661776,0.7305735144293772,0.5973487458066633,0.44342350073151376,0.7242472177707284,0.4971948795303339,-0.8660254037783062,-0.5000000000106217,-0.01531704043437314,-0.9998826872550258
0.6934988234952877,0.7071956970113278,0.7486387537892066,0.6289713520906235,0.43082797976637094,0.7104369418491316,0.4845568812170808,-0.9659258262882942,-0.25881904510540976,-0.01603373472879963,-0.9998714514129536
0.6563359624378957,0.6351714822782529,0.7142893592784901,0.5894245900014348,0.4214329931187712,0.7448494543496439,0.5070177992676546,-1.0,-8.26877731389638e-12,-0.016750420785519533,-0.99985970185997
0.6950472852229254,0.6666442411043818,0.7359930935169123,0.621047178628683,0.4088374967683895,0.703418599596108,0.5210733140154957,-0.9659258262888081,0.2588190451034918,-0.0174670982362024,-0.9998474386021133
0.68111119579596,0.6441829026722153,0.7377996077467803,0.6368214556454741,0.4214329931187712,0.7104369418491316,0.49437976287368934,-0.866025403786575,0.49999999999629985,-0.01818376671269271,-0.9998346616456835
0.6826596575235977,0.6441829026722153,0.7341865671544006,0.6183811033912435,0.4560189970818954,0.703418599596108,0.5898935769757616,-0.7071067811933007,0.7071067811797943,-0.018900425846782715,-0.9998213709972448
0.699692626324656,0.6351714822782529,0.7350771031925499,0.621047178628683,0.4717117442120666,0.7172289025064502,0.5983189345717385,-0.5000000000002394,0.8660254037843005,-0.01961707527026946,-0.9998075666636258
0.6873050206659195,0.6126428992262892,0.727851009875147,0.5736503129846436,0.44342350073151376,0.703418599596108,0.6376305297335535,-0.2588190451078858,0.9659258262876307,-0.020333714614954996,-0.9997932486519188
0.6842080972106441,0.5991257365682882,0.7260444835126352,0.5841664917769337,0.474808994991856,0.7104369418491316,0.6264100478548887,-1.08321214654909e-11,1.0,-0.021050343512646535,-0.9997784169694801
0.6687235901372234,0.6036314467652693,0.7115668547242597,0.5973487458066633,0.4560189970818954,0.731039178428047,0.5252859928134842,0.2588190451010158,0.9659258262894715,-0.021766961595156665,-0.9997630716239297
0.6718204915519075,0.6306657720812717,0.7359930935169123,0.6000148210441028,0.42773072898658143,0.731039178428047,0.5196557975809077,0.4999999999940799,0.8660254037878566,-0.022483568494303528,-0.999747212623152
0.6718204915519075,0.6081371890293081,0.732380040791889,0.6289713520906235,0.3899442399354365,0.703418599596108,0.6264100478548887,0.7071067811779818,0.7071067811951133,-0.023200163841911016,-0.9997308399752948
0.6934988234952877,0.6846671139593643,0.7522518065142298,0.6105309998363929,0.42773072898658143,0.6896083236745112,0.667139159451292,0.8660254037830187,0.5000000000024593,-0.02391674726980895,-0.9997139536887699
0.6795627561089135,0.671149951301363,0.7296575362376585,0.6500037096752037,0.3962420004180079,0.6896083236745112,0.6011140588544264,0.9659258262869673,0.25881904511036175,-0.02463331840983328,-0.9996965537722533
0.6934988234952877,0.6351714822782529,0.745025713196827,0.6026068440311644,0.43082797976637094,0.731039178428047,0.5674127046319436,1.0,-1.1564496112814335e-12,-0.025349876893826263,-0.9996786402346846
